,User_ID,Rating,Movie_ID
16297819,379720,2,4269
3008746,1376574,5,789
15441233,2048686,3,4007
13358745,982514,5,3538
1343075,1881487,4,334
10097884,2391082,3,2690
8683167,771467,3,2342
17026452,1696775,5,4402
13780824,232282,3,3624
292616,1856866,3,118
8304534,580648,4,2186
11505980,2215923,5,3106
12401917,1437139,2,3314
16314500,1318802,5,4271
13527299,2439493,1,3595
1268359,2011750,3,329
4049729,1155156,5,1110
1627695,1488298,4,424
3887930,1979820,3,1075
1326875,1687754,3,331
16969327,2078202,3,4393
9146540,1598018,4,2430
3347253,2080855,5,889
13311131,1264026,4,3523
3812844,863180,1,1066
13545933,1382255,5,3605
7928491,272299,2,2132
2841767,956349,4,752
13071609,717955,5,3444
9980890,2541025,1,2660
10320873,1319241,3,2771
11735125,2446490,4,3151
879840,2150746,3,270
16617241,699791,3,4341
1472242,1317566,4,361
15467580,1912384,5,4033
6885480,564610,4,1865
9640687,1594062,4,2548
8296104,491853,3,2186
16453721,1764491,5,4306
15642201,292582,4,4080
12210108,2066845,4,3274
16346193,1153564,4,4290
5257979,1882692,4,1467
2268306,904571,4,571
17173512,1367884,4,4454
7147252,344697,4,1905
7503729,383858,5,2009
12754236,2600290,4,3371
3163771,2243149,2,829
6475876,1693711,5,1783
8695404,710405,4,2342
5083324,262990,3,1406
3615499,394693,3,989
11695142,274818,4,3148
6715233,2013726,5,1832
8376221,1806201,1,2200
15683277,74175,5,4100
4016495,942978,4,1110
5718659,2126228,4,1590
1091110,832287,3,311
12131193,2456207,3,3256
14550634,998236,4,3828
15816237,1104415,4,4135
9957287,1045470,4,2638
15229884,891397,5,3938
7316672,576723,3,1963
16835095,1811116,3,4369
11752405,1544400,4,3151
8847016,821727,4,2372
15047030,2514671,3,3925
14580576,2487973,4,3840
9180353,1182045,5,2443
17174083,2579306,5,4454
10505874,701351,4,2800
8534324,2321166,4,2284
4731400,154770,2,1289
1687228,1102924,3,442
7772979,1572645,3,2112
1244534,1142168,5,329
3657030,2248627,5,996
9085166,1296163,3,2408
12537205,2584548,4,3333
12102708,2390219,5,3254
15454053,2485642,3,4012
14372424,2433077,4,3798
13718176,653399,5,3624
14472969,794292,5,3825
8574002,2303958,3,2290
7482002,1670565,2,2001
2777266,84454,4,723
7047163,1274793,4,1905
6395554,581068,4,1754
11950593,2265021,1,3198
9177624,2591554,4,2443
856682,2366462,1,269
17065074,725882,4,4427
9643758,2060311,5,2551
12060189,1979002,4,3253
5182143,1147338,1,1428
13546406,2145541,4,3605
7220699,2564623,3,1955
3217360,1974604,4,851
2630229,493587,3,696
3467857,1950417,2,942
6766694,2492702,5,1843
11422462,2604699,4,3082
12328663,217830,4,3290
13804072,1224253,2,3626
6209002,470972,3,1707
9663089,2185643,5,2554
200005,2025577,3,77
8710525,1612276,3,2342
2429153,405856,3,631
8936947,1552183,4,2388
15848600,301272,4,4141
7945534,1688484,4,2136
8970163,1685668,2,2391
7751772,996205,2,2112
13767617,930340,4,3624
15363723,770099,4,3962
2717423,645534,3,708
9552757,782511,4,2499
15912382,1108304,3,4157
6215081,2074677,4,1708
8937496,2614913,3,2388
9986058,2254551,3,2660
8923625,2620858,2,2383
13595322,1576491,3,3608
16884724,336565,4,4384
9195577,2563494,5,2452
13261881,1024941,4,3510
11331283,2230377,5,3058
14864237,809073,5,3905
16206393,328587,3,4262
4088151,88317,4,1134
5965535,2320697,3,1646
1562211,2429746,3,406
6444896,1949664,3,1770
10592730,1457707,2,2828
14631557,418474,4,3860
10835615,1154038,3,2876
8310647,1755092,4,2188
13801298,1938930,3,3626
11358852,2648582,4,3078
8636349,1087944,3,2332
3484585,858814,3,956
5881420,382405,3,1632
16440289,1507797,4,4306
11338784,2518968,4,3071
16147216,1418768,3,4256
7660890,540427,4,2095
1019846,1675732,4,299
7100468,2628157,3,1905
7752389,844558,2,2112
7421735,2508629,5,1983
16840654,1009947,4,4369
6874476,2353394,5,1865
2120843,17321,4,550
1435834,538314,4,357
9975342,1737149,4,2654
3205288,3788,3,843
4568837,66664,4,1220
3613917,2050389,5,988
14209524,304384,1,3743
16806919,766121,3,4364
1027295,1636382,4,299
54186,2320286,4,28
8476523,1486253,5,2252
3589752,149576,2,985
9908937,681992,3,2612
16411085,181568,4,4306
12909860,1707469,3,3427
16605520,1372257,3,4339
3577162,715542,5,985
9077514,271037,1,2400
7251610,737660,3,1962
2450956,2590657,3,645
10379246,478828,4,2782
13957156,569226,4,3662
6345024,743362,4,1744
663526,2134111,5,199
4001967,2103304,4,1110
9303792,983944,5,2456
9417195,141173,1,2465
6434087,2266522,5,1759
12979339,1392553,1,3427
7263709,809774,4,1962
16725024,1554257,4,4356
98403,1782533,3,30
10679944,311875,4,2862
15465239,1865100,4,4031
1289735,147730,4,330
13104838,158022,5,3453
14278612,8121,1,3758
14686194,2437983,3,3860
4009415,593225,5,1110
14910270,2138018,4,3905
1168161,2296708,4,313
5550750,1047830,3,1543
12499289,26323,3,3326
3768494,259431,3,1046
15161867,1970847,4,3938
5970201,1750785,3,1650
12471351,2237054,5,3320
9217035,134617,5,2452
7922471,1808042,4,2128
7620949,2080585,5,2057
4557806,2153796,2,1220
11284042,695780,2,3030
15969391,1333220,4,4171
1573559,468602,3,406
13566166,1832780,4,3605
12564441,1931847,3,3333
14982169,896052,3,3920
10476235,448894,4,2783
12910525,1832675,3,3427
4637189,48334,3,1255
2237149,1361050,5,571
15829731,489585,3,4138
3232013,2197373,5,859
15416102,2517630,4,3972
10959507,2371577,4,2913
10369345,1833576,4,2780
701060,1091113,5,223
15763510,876852,4,4123
13716445,1902747,3,3624
3237151,260187,4,859
12369604,1733877,3,3309
1374270,1391557,4,345
6140110,805926,5,1694
6869297,2477051,5,1865
13743534,1888568,4,3624
15888881,547013,4,4147
776815,2002499,4,252
7306812,1542042,2,1962
7014218,2464049,2,1901
30789,1166373,1,26
7847425,993550,1,2122
15405395,1145389,4,3966
15642345,2522457,3,4080
13688003,2352563,2,3617
7791285,1706873,3,2112
6790513,1706001,4,1843
4274250,277135,3,1163
11511128,1751572,2,3106
1590906,190087,5,413
5890004,1471913,3,1633
15767525,218614,4,4123
15727936,375405,4,4123
9158485,2327464,5,2440
15016999,592158,3,3925
8650677,2472914,4,2339
9939933,1157850,3,2617
6292837,2340855,4,1741
8606550,1834097,5,2314
2831434,450102,4,750
14482869,1343397,3,3825
7896737,523462,4,2128
12855127,2092505,3,3414
8417265,755235,4,2209
6628553,1686270,3,1799
374802,1318156,4,152
14782542,359063,4,3887
13372014,300316,4,3538
2048356,2013826,3,516
16151422,96519,5,4256
2139030,1777876,2,550
3304961,576421,3,886
5373967,1825866,4,1495
11846014,289082,3,3165
13437814,1146802,5,3551
15499084,2354880,4,4043
8352473,898713,3,2199
5433179,981297,5,1518
14625849,855841,3,3860
4008154,27517,5,1110
4079396,2001174,3,1129
11075340,2553670,2,2949
7768138,2490337,3,2112
5335579,1995132,5,1470
5939982,1274035,4,1642
12535594,205023,5,3333
1442884,1330588,2,357
7371576,2245769,2,1975
1188519,2526033,5,313
12325221,1099885,5,3290
7046859,2081813,5,1905
8805222,2620050,3,2372
7407180,2119629,3,1976
9037217,1560283,3,2395
13859834,539186,4,3638
11751674,257923,4,3151
4758929,1845469,4,1295
12755247,767814,3,3371
10561794,305733,3,2804
7512574,2246531,4,2009
15549362,886903,5,4049
14683557,536526,4,3860
17328132,2423412,5,4493
4297113,523462,5,1174
5975434,626906,3,1650
17027145,1508003,3,4405
510630,1607163,4,189
3141002,1248401,3,819
189655,2525296,4,58
628178,944937,4,197
15623307,599704,3,4078
3385944,248389,3,897
13867568,282134,3,3638
6060498,851231,4,1661
7136518,1542691,4,1905
16871062,624145,5,4383
6276831,1151030,3,1721
17154972,1155797,3,4432
15210932,2130142,3,3938
7905625,1380971,4,2128
4319241,302102,4,1175
6021820,1871531,4,1659
16958572,886452,2,4393
12914284,657343,3,3427
5256948,1449358,2,1467
14956747,1109446,1,3917
668808,2419975,3,199
10994306,858149,4,2922
2004735,190564,4,494
8816756,165374,3,2372
8407166,221882,4,2209
9164936,1957138,5,2441
16121751,227076,4,4248
6070444,34118,4,1661
4794253,2599147,2,1305
350944,2179496,3,143
6469581,894805,3,1780
925542,280621,4,285
7000372,500539,3,1890
15114003,486797,1,3936
12426744,529543,5,3315
5888181,1250989,3,1633
7323798,1409937,4,1969
5132760,700580,5,1428
9046991,628307,3,2395
8259401,2108500,4,2182
16853145,946380,4,4372
15790573,2182722,3,4127
16098424,161636,4,4227
7058978,1610811,5,1905
11472765,1253468,3,3098
2309171,1499958,4,599
13729030,2368915,5,3624
4147778,2096785,4,1144
11305115,2019776,4,3046
12909366,2277340,3,3427
5900917,1071122,4,1637
9246249,2070009,5,2452
5720396,2267687,4,1590
1562641,946175,5,406
7325430,701704,3,1969
12515543,1365840,3,3333
13569871,750067,3,3605
4229001,411965,2,1145
3028149,1624700,4,789
15562718,2618955,2,4056
14403486,1449116,4,3810
11768487,1725831,4,3151
90013,396029,3,30
7838457,468971,4,2122
1547628,1696241,2,405
6582024,892513,4,1799
3487863,518325,3,961
10309956,1135469,3,2757
5932957,2474003,4,1642
16377109,983523,2,4302
3319258,2021545,5,886
11435545,363731,3,3085
2802172,187101,4,734
8478095,909198,3,2252
13962735,848091,5,3670
999325,856587,3,295
15564067,1840845,3,4056
13292080,2202365,3,3522
10375332,211959,4,2780
2559869,1462488,2,676
8194987,2432542,4,2173
2231381,677484,5,571
8019585,1929735,4,2152
1525811,189023,4,393
17006014,241436,5,4402
3275389,1509285,4,872
15363837,1301592,5,3962
5048775,1287017,2,1406
5066738,208377,4,1406
59341,1771677,4,28
11546939,955396,5,3106
11540294,998010,3,3106
6565192,1321413,4,1798
69303,1798091,4,30
7230454,1121247,5,1962
942492,1288766,4,290
86245,2602117,4,30
16939601,2594041,5,4392
10708571,1382958,5,2862
10063854,1858415,3,2675
11963383,247940,2,3216
16459676,1085241,5,4306
14884717,2550158,4,3905
5239504,1236549,2,1466
9215411,1136807,3,2452
2095605,2297698,2,533
12190008,309611,3,3274
5928185,1370564,2,1642
10889609,2068218,2,2905
5266975,1994339,4,1467
6192455,419107,3,1703
1482078,1008801,4,361
16123516,1091264,3,4248
3569118,2388135,1,985
15355525,2267927,2,3962
2402562,488256,5,615
14276752,1607931,2,3756
143961,372757,1,33
9854586,600610,4,2603
11391526,2299153,5,3079
12354401,1369888,5,3290
10155567,434151,1,2699
2259238,450964,4,571
819321,1279964,5,257
8369099,2313617,3,2200
9603530,1947719,4,2527
16738809,2515956,4,4356
14459421,1202373,3,3824
11719061,1443700,5,3151
6767458,1444819,1,1843
9535726,197472,5,2498
13031819,329805,5,3433
8216406,1677862,4,2174
3178039,1596145,3,831
15393046,83371,4,3966
6699122,1940836,4,1819
11626443,2424328,4,3128
2602831,610533,4,692
9729205,17186,4,2578
1466990,1047830,3,361
2379976,192650,4,607
1894008,2641050,4,482
4935648,951446,2,1336
8876752,2348502,4,2372
15950818,1747842,3,4159
7203426,1505434,4,1939
4755268,1581139,4,1295
8304366,1002660,5,2186
12372349,457643,2,3309
11489545,902361,4,3098
2349439,1516834,3,607
2574644,2083964,4,682
1213579,914853,4,313
16184771,1277268,3,4260
14380204,1693441,5,3798
1044586,2063104,5,299
1603136,2272860,5,413
10331568,1931801,4,2771
17157785,648505,5,4432
5731303,2515569,4,1590
6669016,1288207,5,1810
11103811,2611470,5,2953
11862150,380236,4,3168
9528154,2340081,3,2495
16754487,1521076,5,4356
21007,1703550,5,18
10789439,577027,4,2874
15548766,1780014,4,4049
8289642,752853,4,2186
4115135,1197141,5,1144
15291150,2270275,3,3962
13208764,1039555,3,3487
4613031,929113,1,1252
2189927,2008172,4,571
4417414,2122432,4,1180
16524975,935249,3,4315
14538366,138654,4,3825
10704194,2172415,5,2862
4883654,1536728,5,1314
9554016,2571673,3,2499
11745586,228261,4,3151
9295833,2374726,3,2456
8408755,1892264,4,2209
8474142,12138,3,2251
13476775,755921,4,3579
16473767,2325730,5,4306
16351288,839182,4,4299
15116247,2037788,3,3936
16344611,196494,5,4289
7055889,2060130,5,1905
11489178,1690353,2,3098
4196836,1561652,3,1145
12694638,382006,3,3368
5186204,1926142,5,1428
14614314,1192459,4,3860
511757,888393,5,189
1119194,2426411,3,312
13777244,1474260,5,3624
14372274,2364155,3,3798
389505,977551,5,165
2218230,1828490,5,571
16137838,1707448,1,4255
10779400,792752,2,2874
17315325,582266,4,4490
7237065,1449621,3,1962
4371708,2487794,5,1180
1691456,1296027,2,443
15570843,2108491,3,4056
15622429,459834,3,4078
9145850,2108314,5,2430
1864073,253876,4,473
1319492,2590224,3,331
4008497,58371,5,1110
3248860,1575903,4,862
9803349,1932594,2,2585
5251690,1998055,2,1467
6859450,2509303,3,1862
15119195,1860850,2,3936
6096909,1454575,4,1673
12222763,1524551,1,3276
6400214,986273,3,1754
14687593,404117,4,3860
12372377,1889646,3,3309
12050312,48334,3,3239
8168933,2450983,5,2171
16796327,1094786,2,4364
7647291,2230367,5,2095
1429021,46923,3,357
4462334,773878,4,1202
15492722,232421,4,4043
2132690,1994785,3,550
14558216,1428226,3,3835
15803109,911952,3,4135
2607884,1512092,5,692
5577835,158563,3,1561
7277438,501282,4,1962
4696718,1252608,2,1267
4562288,384169,3,1220
15842553,2229840,3,4141
7732318,2415196,2,2109
650168,1313483,4,199
15584805,2009414,3,4056
11491219,577324,3,3098
15721696,974909,1,4123
4923320,1331403,4,1324
9843171,922122,4,2595
9721424,2159596,3,2578
659420,1377201,5,199
1048492,379677,3,299
8795051,902413,5,2371
2780372,1276884,5,723
1945211,100936,1,483
14843866,609439,5,3900
11300404,1302846,5,3046
9930355,1303181,1,2617
17091204,342727,3,4432
1066535,1412898,2,305
325229,1129687,5,143
10507217,48222,4,2800
15927411,263600,4,4159
1202718,2312950,3,313
5385392,878477,3,1502
4424450,1245177,3,1200
10942873,584436,5,2913
7844287,2522229,5,2122
14665547,1362770,2,3860
7432216,124810,4,2000
7483723,1583321,4,2001
14037877,1124203,4,3689
2677988,2152097,3,708
3913401,2507479,3,1096
11332496,2305978,4,3058
1786932,2113874,5,457
11985320,2204405,4,3222
3396112,1568861,5,900
7230318,1850405,5,1962
7327949,213902,4,1971
2243991,1157743,4,571
15279281,10943,5,3960
13805360,1405518,3,3626
7811878,1066134,5,2114
6540571,1189060,4,1798
10634145,1243586,3,2851
15611141,227437,4,4067
1043179,652518,4,299
2973037,1621703,5,788
8848115,1944264,4,2372
12761279,716240,4,3371
9972958,364861,5,2651
17332063,1491720,5,4496
16436683,161017,4,4306
15089744,1368715,2,3926
1403951,1757328,1,356
2946198,1117152,5,763
96599,2226919,5,30
15739828,2539101,4,4123
19473,410984,3,18
14744023,105421,3,3870
4178922,1667316,5,1145
8236775,487690,5,2178
3562070,831134,2,985
11079824,663191,4,2953
14187669,719022,5,3736
9054689,1493361,3,2395
14263963,525179,4,3756
14820559,2471111,4,3893
11833749,166345,3,3165
5792480,882758,3,1615
13907966,2182532,2,3648
6788023,235123,2,1843
10901457,519545,5,2912
8478937,797901,4,2252
4235158,1445434,3,1145
9094467,2277163,2,2411
14900647,2250261,3,3905
6479437,682448,3,1788
3246719,2229840,3,862
15297036,2555954,4,3962
5788959,1100863,5,1615
16743358,2406400,3,4356
12596280,1413461,4,3350
7136722,2441503,5,1905
5785009,901250,4,1615
16402229,575094,4,4306
9912469,2007573,4,2613
13749365,94008,4,3624
14443109,1062196,4,3817
15666466,1380989,3,4089
3009849,1184861,4,789
16961430,2625943,4,4393
7130727,1897233,3,1905
15081707,1438116,4,3925
15409981,1852461,4,3972
8152556,809185,5,2171
10385235,1324057,5,2782
5450571,1409,4,1528
8563974,2004225,5,2290
4904837,672654,4,1324
9940700,781071,3,2617
12133223,1841288,3,3256
4465680,2506025,4,1202
12642320,1414279,3,3364
2529040,1562593,4,662
14472230,1900750,4,3824
13447132,1538355,2,3557
11204119,951906,4,2992
14476875,978147,3,3825
48483,738029,4,28
11312277,162575,5,3047
15029408,2413703,4,3925
4287591,1293817,4,1173
15878937,1305164,5,4145
7158311,2540214,5,1905
2951304,1581500,3,763
5560127,354269,5,1547
11205497,1190083,2,2992
13997577,2569320,5,3684
3958954,2535581,4,1102
3358387,1494153,4,896
5709730,1583311,5,1590
3054948,378968,5,798
6995698,361450,5,1890
14910629,1158284,4,3905
10601103,2404750,3,2847
9320974,436510,4,2457
4148366,1599161,3,1144
454689,1897034,5,175
1498045,2165398,4,367
659474,2634074,4,199
8462380,2053393,4,2218
2316488,64413,5,600
1467116,1475591,4,361
1978101,1494434,5,483
5658940,654591,3,1571
15971167,2515322,3,4171
11763637,545689,3,3151
3428728,860589,5,919
3071953,2025860,5,798
8651496,519699,4,2339
3965555,1694750,2,1102
7196517,659726,3,1931
3423324,2329127,3,919
12766109,595778,5,3379
12515307,653471,4,3333
9239116,2166500,3,2452
4457610,766301,3,1202
6620165,688626,5,1799
8054714,2146989,5,2152
7318881,428568,3,1969
3655141,1189287,2,996
11731868,1449412,5,3151
10245470,1252184,4,2743
12133228,349411,3,3256
845290,484224,3,269
3348247,1260992,4,889
3171592,2091489,3,831
4136654,990917,3,1144
10828608,1065987,4,2874
14096960,1331144,1,3714
14388174,452261,5,3798
9499505,143776,4,2478
6819714,416284,3,1854
5320106,1593211,5,1470
2268830,1335677,4,571
2426552,1357969,4,631
7339982,1044050,4,1972
475272,2171581,4,175
3582948,1070519,4,985
17096607,1406869,4,4432
11361488,2090053,5,3078
3374981,771855,3,896
1869901,58490,5,473
6776435,565148,3,1843
15161200,261643,5,3938
3888358,1324910,2,1075
11335948,941279,5,3058
12930333,1819121,5,3427
2683506,1407746,1,708
11444956,111338,2,3085
2751284,2122996,3,720
3213907,1181089,5,851
10642202,242681,5,2861
6013209,2546942,4,1655
3444591,1241825,4,937
4675520,451151,3,1267
12401981,123384,4,3314
9537913,1608683,4,2499
15436874,1124634,4,3999
7092871,2422706,4,1905
10350033,220679,3,2779
8164844,1703268,4,2171
3092310,1368932,3,798
8726399,188725,2,2348
16628414,741208,4,4341
16130317,999504,4,4248
4274660,412836,4,1163
16125977,651010,2,4248
2483638,1560219,5,658
2879115,1459848,3,758
8432654,456325,4,2209
4594670,1771053,5,1226
1431967,1971798,2,357
9323927,156235,3,2457
15136176,1878564,2,3936
4035593,1983888,2,1110
14731158,418925,5,3864
10874207,1909214,3,2897
13145777,1921466,3,3463
9919009,1045528,3,2617
12384253,1730369,2,3310
1752085,2138917,3,457
9982577,178113,5,2660
13759672,393367,4,3624
11143814,366608,2,2960
6142058,1961542,5,1700
17215338,938122,4,4472
8996092,360658,3,2391
7928271,2329209,3,2132
4468878,138366,3,1202
1961977,2014838,4,483
4451623,301773,3,1202
8791949,352223,4,2371
10752011,1147727,4,2866
15139452,1943647,2,3936
4914773,798509,4,1324
15573784,423954,3,4056
10376591,290706,4,2782
11510574,2603477,3,3106
8967001,1082716,3,2391
3250877,22226,4,862
524596,2273677,4,191
8851846,1196252,4,2372
16859662,709181,1,4374
15427677,2531631,4,3986
434721,2251815,2,175
12501983,1744126,3,3326
11129897,2469956,5,2955
9952638,2352542,5,2617
8224068,2209246,5,2178
8490182,1811425,3,2252
1230027,214520,4,329
15350841,2083066,3,3962
11353042,2355625,1,3077
1584873,486798,5,408
7424654,1544409,2,1983
9500610,1103969,3,2482
9496831,637502,3,2478
1905483,1798581,4,482
9883732,2616092,5,2612
2403405,191741,4,615
16684239,1550961,1,4345
2246248,2446059,3,571
4681195,1267423,4,1267
13878772,841810,5,3642
7454782,623519,4,2000
9086889,519761,4,2408
8854619,2198443,4,2372
9182609,703769,5,2443
12247472,1575729,4,3282
2692923,554343,3,708
14488414,1553106,2,3825
1968908,473521,2,483
9223434,1311570,5,2452
8742364,2472017,4,2350
15063627,360168,5,3925
13696747,313392,3,3617
12752334,1042848,5,3371
6228031,2431252,3,1709
13070737,1243610,3,3444
9723374,427746,3,2578
11962543,198638,3,3216
4146631,1984819,5,1144
14195007,343139,5,3740
492687,565372,3,187
3053625,255324,1,798
14489066,1689045,4,3825
3579828,2448705,3,985
6593764,1743516,4,1799
11102129,377214,2,2953
14054004,1535722,5,3701
1727607,1594718,3,457
16327522,151528,4,4284
1775992,1155918,4,457
14682344,2135230,3,3860
15526989,1257438,3,4043
7980725,2532783,4,2140
10265802,531010,4,2743
13817833,2424058,5,3626
3549504,188570,4,985
12928064,1137578,4,3427
10161247,1874239,4,2705
15381141,6319,5,3966
13316551,1899913,3,3526
1811461,2564111,5,463
7399715,978501,4,1975
5927437,2435795,4,1642
5624216,1691201,3,1571
14777547,1184328,3,3880
9177243,2128,2,2443
4867775,318116,5,1307
11390451,1346977,5,3079
15314236,1096470,4,3962
8895090,913510,5,2376
3969707,335242,5,1102
10680842,1617240,5,2862
289799,1276914,1,118
4220866,2177002,3,1145
8428108,1088556,5,2209
10414116,1841558,4,2782
4721531,2035903,3,1289
16749730,627479,4,4356
16468174,505679,5,4306
2310838,2333493,3,599
2839345,1737191,3,751
2598141,966446,3,692
14924287,2457753,4,3917
2732317,2134784,2,708
17084890,470744,2,4432
5196068,818373,3,1432
11246847,1359634,4,3015
6227242,995939,3,1709
1882813,716173,4,474
16030591,526953,3,4216
9959310,1057518,4,2640
13034038,1645535,5,3434
6312717,2199270,5,1744
16305284,1357209,3,4269
9132164,826212,5,2430
4329224,1685548,2,1175
9454437,386568,2,2470
6201922,1694402,4,1704
9868521,1371082,3,2612
13971699,701176,4,3670
11096954,406958,3,2953
4268163,313561,2,1151
15740839,2425069,2,4123
2710084,441266,3,708
16789035,404184,4,4356
5957908,530740,4,1646
5039413,590478,3,1406
16061626,506161,2,4225
12050469,133993,2,3239
1003383,1521648,3,299
12353595,2062339,3,3290
10560606,2468740,5,2803
14231425,1771841,4,3756
14383644,1072466,4,3798
9292881,1131818,5,2452
13827933,2537347,3,3638
7452269,399474,5,2000
5904806,144836,4,1637
1309498,2389367,3,331
14015892,312783,5,3684
12856568,1025080,3,3414
6875534,63887,5,1865
8032997,1810939,4,2152
15879623,6544,5,4145
15743541,265,4,4123
9715435,2407154,2,2578
12648643,2412493,4,3364
15496310,1655837,4,4043
4373731,2479857,5,1180
